"","height","d13C","age_median","age_min","age_max"
"604",583.4,-0.08,806.26,802.81,809.57
"605",584.3,0.11,806.24,802.8,809.55
"606",585,-0.56,806.22,802.78,809.54
"607",585.35,-0.04,806.22,802.77,809.53
"608",586.8,-2.49,806.19,802.75,809.5
"609",587.5,0,806.17,802.73,809.49
"610",588.9,-0.67,806.14,802.7,809.46
"611",589.7,-0.32,806.13,802.69,809.44
"612",591.5,-0.3,806.09,802.65,809.4
"613",593.65,-0.51,806.04,802.61,809.36
"614",593.8,0.02,806.04,802.6,809.35
"615",594.5,0.26,806.03,802.59,809.34
"616",596.77,-1.51,805.98,802.54,809.29
"617",596.8,-0.23,805.98,802.54,809.29
"618",596.87,-0.35,805.98,802.54,809.29
"619",597.8,0.25,805.96,802.56,809.31
"620",599.21,-0.23,805.93,802.53,809.28
"621",599.4,0.08,805.92,802.53,809.27
"622",599.6,0.03,805.92,802.52,809.27
"623",600,-0.78,805.91,802.51,809.26
"624",601.89,0.22,805.87,802.48,809.22
"625",603.31,0.15,805.84,802.45,809.19
"626",603.7,-0.12,805.83,802.44,809.18
"627",604.97,-0.82,805.81,802.41,809.16
"628",606.5,-0.03,805.77,802.38,809.12
"629",606.8,0.09,805.77,802.38,809.12
"630",607.02,0.17,805.76,802.37,809.11
"631",607.6,-0.31,805.75,802.36,809.1
"632",608.43,0.55,805.73,802.34,809.08
"633",608.97,0.38,805.72,802.33,809.07
"634",610.92,0.04,805.68,802.29,809.03
"635",612.58,0.34,805.65,802.25,808.99
"636",613.4,0.26,805.63,802.24,808.97
"637",614.4,-1.85,805.61,802.22,808.95
"638",614.46,-0.01,805.61,802.21,808.95
"639",615.02,-1.2,805.6,802.2,808.94
"640",615.5,-1.48,805.59,802.19,808.92
"641",616.1,0.21,805.57,802.18,808.91
"642",616.49,0.27,805.57,802.17,808.9
"643",618.83,0.08,805.52,802.13,808.85
"644",619.7,-0.26,805.5,802.11,808.83
"645",619.8,0.38,805.49,802.11,808.83
"646",619.85,-0.04,805.49,802.1,808.83
"647",620.68,0.55,805.48,802.09,808.81
"648",621.4,0.57,805.46,802.07,808.8
"649",622.6,-1.22,805.44,802.05,808.77
"650",622.73,0.28,805.43,802.05,808.77
"651",623.83,0.36,805.41,802.02,808.74
"652",624.69,-0.48,805.39,802.01,808.72
"653",625.2,0.14,805.38,802,808.71
"654",626.34,2.12,805.35,801.97,808.69
"655",627.03,0.03,805.34,801.96,808.67
"656",628.39,-0.66,805.31,801.93,808.65
"657",628.49,-0.95,805.31,801.93,808.64
"658",630.5,-0.12,805.27,801.89,808.6
"659",630.8,-0.31,805.26,801.88,808.59
"660",631,-0.59,805.26,801.88,808.59
"661",631.4,0.47,805.25,801.87,808.58
"662",631.7,0.45,805.24,801.86,808.57
"663",632,-2.4,805.23,801.85,808.57
"664",632.4,-1.18,805.23,801.85,808.56
"665",633.3,0.07,805.21,801.83,808.54
"666",634.45,0.23,805.18,801.8,808.51
"667",634.6,-0.47,805.18,801.8,808.51
"668",636.27,0.12,805.14,801.76,808.47
"669",636.5,-0.52,805.14,801.76,808.47
"670",636.59,-0.88,805.14,801.76,808.47
"671",637.5,0.69,805.12,801.74,808.45
"672",637.96,-1.44,805.11,801.73,808.44
"673",638.2,0.25,805.1,801.72,808.43
"674",640.21,-1.51,805.06,801.68,808.39
"675",640.4,-1.75,805.06,801.67,808.38
"676",642.1,0.48,805.02,801.64,808.35
"677",642.43,-0.11,805.01,801.63,808.34
"678",644.5,-2.49,804.97,801.59,808.3
"679",645.2,-1.6,804.95,801.57,808.28
"680",645.89,0.26,804.94,801.56,808.26
"681",646.65,-2.43,804.92,801.54,808.25
"682",647.3,-0.31,804.91,801.53,808.23
"683",647.7,-0.54,804.9,801.52,808.23
"684",648.3,-0.19,804.88,801.5,808.21
"685",648.5,-1.34,804.88,801.5,808.21
"686",650.75,-1.53,804.83,801.45,808.16
"687",650.9,0.18,804.83,801.45,808.16
"688",651.9,-1.53,804.81,801.43,808.13
"689",652.6,-0.49,804.79,801.41,808.12
"690",652.7,-0.8,804.79,801.41,808.12
"691",653.59,0.49,804.77,801.39,808.1
"692",653.8,0.37,804.77,801.38,808.09
"693",653.85,-0.71,804.76,801.38,808.09
"694",653.87,-1.65,804.76,801.38,808.09
"695",655.9,0.25,804.72,801.34,808.05
"696",657.87,-1.54,804.68,801.3,808
"697",657.9,-2.12,804.68,801.3,808
"698",659.34,-1.66,804.65,801.18,807.88
"699",659.49,-0.08,804.64,801.18,807.88
"700",660,0.08,804.63,801.16,807.87
"701",660,0.77,804.63,801.16,807.87
"702",661.87,-1.42,804.59,801.13,807.83
"703",663,-1.73,804.57,801.1,807.8
"704",663.92,-1.25,804.55,801.08,807.78
"705",665.26,-1.24,804.52,801.05,807.75
"706",665.58,-0.36,804.51,801.05,807.74
"707",667.54,-1.08,804.47,801.01,807.7
"708",668.4,-0.7,804.45,800.99,807.68
"709",669.59,-0.33,804.43,800.96,807.65
"710",671.24,-0.65,804.39,800.93,807.62
"711",671.55,-1.31,804.38,800.92,807.61
"712",672,-1.37,804.37,800.91,807.6
"713",672.83,-2.14,804.36,800.89,807.58
"714",673.49,-1.15,804.34,800.88,807.57
"715",675.15,-1.23,804.31,800.84,807.53
"716",677.3,-2.2,804.26,800.8,807.48
"717",677.5,-1.23,804.25,800.79,807.47
"718",677.58,-0.83,804.25,800.79,807.47
"719",679.5,-0.23,804.21,800.75,807.43
"720",680.13,-2.31,804.2,800.74,807.42
"721",680.9,-1.53,804.18,800.72,807.4
"722",682.27,-2.15,804.15,800.69,807.37
"723",683.35,-1.89,804.13,800.67,807.34
"724",684.03,-2.67,804.11,800.65,807.33
"725",685.69,-1.99,804.07,800.62,807.29
"726",686.4,-1.33,804.06,800.6,807.27
"727",687.2,-0.99,804.04,800.59,807.25
"728",687.54,-1.42,804.03,800.58,807.25
"729",690.7,-1.41,803.96,800.51,807.18
"730",690.79,-1.88,803.96,800.51,807.17
"731",690.96,-2.23,803.96,800.5,807.17
"732",693.1,-0.58,803.91,800.46,807.12
"733",693.11,-2,803.91,800.46,807.12
"734",695.16,-2,803.86,800.41,807.07
"735",697.2,-1.25,803.82,800.37,807.03
"736",697.21,-2.09,803.82,800.37,807.03
"737",698.96,-1.89,803.78,800.33,806.99
"738",700.72,-2.21,803.74,800.29,806.95
"739",700.8,-3.23,803.74,800.29,806.94
"740",702.77,-2.53,803.69,800.24,806.9
"741",703.62,-2.35,803.67,800.22,806.88
"742",704.2,-0.35,803.66,800.21,806.86
"743",704.4,-1.4,803.66,800.21,806.86
"744",705.21,-1.45,803.64,800.19,806.84
"745",707.07,-1.45,803.6,800.15,806.8
"746",709.41,-1.14,803.55,800.1,806.75
"747",710.5,-0.78,803.52,800.07,806.72
"748",710.8,-1.45,803.51,800.07,806.71
"749",711.06,-2.1,803.51,800.06,806.71
"750",711.75,-1.18,803.49,800.05,806.69
"751",712.5,-0.46,803.48,800.03,806.68
"752",713.24,-3.59,803.46,800.01,806.66
"753",713.61,-1.78,803.45,800.01,806.65
"754",714,-2.14,803.44,800,806.64
"755",714.1,-0.64,803.44,800,806.64
"756",715.5,-2.86,803.41,799.97,806.61
"757",715.56,-1.59,803.41,799.96,806.61
"758",715.7,-0.41,803.41,799.96,806.6
"759",717.6,-2.11,803.36,799.92,806.56
"760",717.6,-2.59,803.36,799.92,806.56
"761",717.71,-1.38,803.36,799.92,806.56
"762",718.1,-1.66,803.35,799.91,806.55
"763",719.2,-0.92,803.33,799.89,806.52
"764",719.46,-1.32,803.32,799.88,806.52
"765",719.8,-4.75,803.31,799.87,806.51
"766",720,-1.62,803.31,799.87,806.5
"767",721.51,-1.29,803.28,799.84,806.47
"768",722.2,1.86,803.26,799.82,806.45
"769",723.17,-1.59,803.24,799.8,806.43
"770",723.3,-0.8,803.24,799.8,806.43
"771",724.7,-2.68,803.2,799.77,806.4
"772",724.8,-1.43,803.2,799.76,806.39
"773",725.32,-0.97,803.19,799.75,806.38
"774",726.07,-3.02,803.17,799.74,806.37
"775",727.1,-1.68,803.15,799.71,806.34
"776",727.37,-1.33,803.14,799.71,806.34
"777",727.5,-1.86,803.14,799.71,806.33
"778",728,-2.17,803.13,799.69,806.32
"779",728.15,-1.75,803.12,799.69,806.32
"780",729,-2.37,803.1,799.67,806.3
"781",729.91,-0.61,803.08,799.65,806.28
"782",730,-3.38,803.08,799.65,806.27
"783",731.3,-1.94,803.05,799.62,806.25
"784",731.5,-1.05,803.05,799.62,806.24
"785",731.86,0.24,803.04,799.61,806.23
"786",732,0.42,803.04,799.61,806.23
"787",733.25,-2.09,803.01,799.58,806.2
"788",733.91,-1.35,802.99,799.57,806.18
"789",735.3,-0.02,802.96,799.53,806.15
"790",735.5,-1.7,802.96,799.53,806.15
"791",735.9,-2.39,802.95,799.52,806.14
"792",735.96,-1.14,802.95,799.52,806.14
"793",736.59,-1.6,802.93,799.51,806.12
"794",737.3,-1.49,802.92,799.49,806.11
"795",738,-2.09,802.9,799.47,806.09
"796",738.11,-1.95,802.9,799.47,806.09
"797",738.7,-1.89,802.88,799.46,806.07
"798",740.35,-0.74,802.85,799.42,806.04
"799",740.5,-1.33,802.84,799.42,806.03
"800",741.8,-2.03,802.81,799.39,806
"801",743.18,-1.97,802.78,799.36,805.97
"802",743.77,-2.24,802.77,799.34,805.96
"803",743.9,-1.84,802.77,799.34,805.95
"804",744.4,-2.21,802.76,799.33,805.94
"805",745.3,-0.28,802.73,799.31,805.92
"806",745.4,-0.94,802.73,799.31,805.92
"807",745.52,-2.94,802.73,799.3,805.92
"808",745.8,-2.91,802.72,799.3,805.91
"809",747.3,-1.97,802.69,799.26,805.88
"810",747.3,-2.66,802.69,799.26,805.88
"811",748.1,-1.89,802.67,799.25,805.86
"812",748.65,-2.38,802.66,799.23,805.84
"813",749.16,-2.71,802.65,799.22,805.83
"814",750.4,-2.72,802.62,799.19,805.8
"815",751.97,-1.6,802.58,799.16,805.77
"816",752.2,-3.43,802.58,799.15,805.76
"817",752.3,-1.86,802.57,799.15,805.76
"818",752.7,-2.15,802.57,799.14,805.75
"819",752.8,-2.98,802.56,799.14,805.75
"820",754.03,-3.07,802.53,799.11,805.72
"821",754.7,-1.96,802.52,799.1,805.71
"822",755.2,-2.84,802.51,799.09,805.7
"823",755.6,0.13,802.5,799.08,805.69
"824",755.8,-3.17,802.49,799.07,805.68
"825",756.16,-2.13,802.48,799.06,805.67
"826",756.3,-1.1,802.48,799.06,805.67
"827",757.8,-1.25,802.45,799.03,805.64
"828",758.4,-3.17,802.43,799.01,805.62
"829",758.7,-2.02,802.43,799.01,805.62
"830",758.9,-2.94,802.42,799,805.61
"831",759.77,-1.81,802.4,798.99,805.6
"832",760.4,-3.35,802.39,798.98,805.59
"833",761,-2.45,802.37,798.96,805.57
"834",761.3,-0.48,802.37,798.96,805.57
"835",761.3,-0.47,802.37,798.96,805.57
"836",762.3,-2.32,802.34,798.94,805.54
"837",762.4,-2.72,802.34,798.93,805.54
"838",762.51,-2.34,802.34,798.93,805.54
"839",762.8,-4.48,802.33,798.92,805.53
"840",763.78,-2.53,802.31,798.9,805.51
"841",764.55,-1.12,802.29,798.88,805.49
"842",766.5,-2.63,802.25,798.84,805.44
"843",766.9,-2.41,802.24,798.83,805.43
"844",767,-2.26,802.23,798.83,805.43
"845",767.8,0.01,802.22,798.81,805.41
"846",769.1,-1.01,802.19,798.78,805.38
"847",769.4,-2.25,802.18,798.77,805.37
"848",769.8,-2,802.17,798.76,805.36
"849",770.32,-1.79,802.16,798.75,805.35
"850",771.1,-1.98,802.14,798.73,805.33
"851",771.2,-1.36,802.14,798.73,805.33
"852",771.99,-1.39,802.12,798.71,805.31
"853",772.1,-0.4,802.12,798.71,805.31
"854",772.37,-2.05,802.11,798.7,805.3
"855",773,0.56,802.1,798.69,805.29
"856",774.12,-0.62,802.07,798.66,805.26
"857",774.8,-1.59,802.05,798.65,805.25
"858",774.8,-0.35,802.05,798.65,805.25
"859",775.2,-1.77,802.04,798.64,805.24
"860",775.88,-2.18,802.03,798.62,805.22
"861",776.3,-1.49,802.02,798.61,805.21
"862",777.25,-1.12,802,798.59,805.19
"863",777.5,-1,801.99,798.59,805.19
"864",777.73,-1.34,801.99,798.58,805.18
"865",777.77,-1.87,801.98,798.58,805.18
"866",777.9,-0.73,801.98,798.58,805.18
"867",778.28,-0.88,801.97,798.57,805.17
"868",778.32,-1.14,801.97,798.57,805.17
"869",778.4,-1.19,801.97,798.57,805.17
"870",778.41,-0.21,801.97,798.57,805.17
"871",778.7,-1.1,801.96,798.56,805.16
"872",778.92,-1.11,801.96,798.55,805.15
"873",779,-0.97,801.96,798.55,805.15
"874",779.18,-1.42,801.95,798.55,805.15
"875",779.2,-0.42,801.95,798.55,805.15
"876",779.56,-0.48,801.94,798.53,805.13
"877",779.59,-0.55,801.94,798.53,805.13
"878",779.88,2.03,801.93,798.52,805.12
"879",781,-1.17,801.91,798.5,805.1
"880",781,0.43,801.91,798.5,805.1
"881",781.1,-1.13,801.91,798.49,805.09
"882",782.6,-1.97,801.87,798.46,805.06
"883",785.08,1.71,801.81,798.4,805
"884",785.59,1.63,801.8,798.39,804.99
"885",785.98,2.66,801.79,798.38,804.98
"886",786.75,1.95,801.77,798.36,804.96
"887",786.8,-1.18,801.77,798.36,804.96
"888",787.3,2.08,801.76,798.35,804.94
"889",787.6,1.71,801.76,798.34,804.94
"890",787.7,1.77,801.75,798.34,804.94
"891",787.9,2.27,801.75,798.34,804.93
"892",788,1.77,801.75,798.33,804.93
"893",788.4,-0.56,801.74,798.32,804.92
"894",788.4,1.73,801.74,798.32,804.92
"895",789,1.78,801.72,798.31,804.9
"896",789.05,1.41,801.72,798.31,804.9
"897",789.3,-1.13,801.72,798.3,804.9
"898",789.5,2.01,801.71,798.3,804.89
"899",790,2.06,801.7,798.28,804.87
"900",790.1,-0.91,801.7,798.28,804.87
"901",790.4,3.09,801.69,798.27,804.87
"902",790.7,2.09,801.68,798.26,804.86
"903",790.98,2.16,801.68,798.26,804.85
"904",791,1.91,801.67,798.26,804.85
"905",791,2.15,801.67,798.26,804.85
"906",791.1,1.71,801.67,798.25,804.85
"907",791.59,2.31,801.66,798.24,804.84
"908",791.6,1.75,801.66,798.24,804.84
"909",791.7,2.14,801.66,798.24,804.84
"910",792.01,1.98,801.65,798.23,804.83
"911",792.1,1.35,801.65,798.23,804.83
"912",792.1,2.12,801.65,798.23,804.83
"913",792.8,2.95,801.63,798.25,804.85
"914",792.86,2.42,801.63,798.25,804.85
"915",793.2,2.28,801.62,798.24,804.84
"916",793.2,2.39,801.62,798.24,804.84
"917",793.3,4.46,801.62,798.24,804.84
"918",793.42,2.36,801.62,798.24,804.83
"919",793.5,2.72,801.62,798.24,804.83
"920",794,2.45,801.6,798.23,804.82
"921",794.4,2.2,801.59,798.22,804.81
"922",794.4,2.8,801.59,798.22,804.81
"923",794.83,2.37,801.58,798.21,804.8
"924",795,1.87,801.58,798.17,804.76
"925",795.1,2.34,801.58,798.16,804.76
"926",795.5,2.2,801.57,798.16,804.75
"927",795.7,2.33,801.56,798.15,804.74
"928",795.8,2.66,801.56,798.18,804.78
"929",796.37,2.78,801.55,798.17,804.76
"930",796.4,2.6,801.55,798.17,804.76
"931",796.6,2.33,801.54,798.17,804.76
"932",796.7,2.38,801.54,798.16,804.75
"933",796.8,3.39,801.54,798.16,804.75
"934",797.06,4.5,801.53,798.16,804.75
"935",797.1,2.62,801.53,798.16,804.75
"936",797.6,2.31,801.52,798.14,804.73
"937",797.78,2.51,801.51,798.14,804.73
"938",797.83,2.34,801.51,798.14,804.73
"939",797.9,2.55,801.51,798.14,804.73
"940",798.1,2.61,801.51,798.13,804.72
"941",798.2,2.72,801.5,798.13,804.72
"942",798.3,3.82,801.5,798.13,804.72
"943",798.6,2.16,801.5,798.12,804.71
"944",798.72,2.14,801.49,798.12,804.71
"945",798.72,2.58,801.49,798.12,804.71
"946",799,2.37,801.49,798.11,804.7
"947",799.1,2.5,801.48,798.11,804.7
"948",799.6,1.79,801.47,798.1,804.69
"949",799.8,3.56,801.47,798.09,804.68
"950",799.83,2.87,801.47,798.09,804.68
"951",800.18,4.23,801.46,798.08,804.67
"952",800.2,2.78,801.46,798.08,804.67
"953",800.3,3.66,801.46,798.08,804.67
"954",800.7,2.96,801.45,798.07,804.66
"955",800.9,2.76,801.44,798.07,804.65
"956",800.9,3.39,801.44,798.07,804.65
"957",801,3.96,801.44,798.07,804.65
"958",801.11,2.63,801.44,798.06,804.65
"959",801.2,2.58,801.43,798.06,804.65
"960",801.55,3.55,801.43,798.05,804.64
"961",801.6,3.31,801.42,798.05,804.64
"962",801.9,2.79,801.42,798.04,804.63
"963",801.9,2.85,801.42,798.04,804.63
"964",802,3.28,801.41,798.04,804.63
"965",802.7,2.98,801.4,798.03,804.61
"966",802.9,2.82,801.39,798.02,804.61
"967",802.97,1.93,801.39,798.02,804.6
"968",803,3.91,801.39,798.02,804.6
"969",803.1,3.92,801.39,798.02,804.6
"970",803.59,1.98,801.38,798.01,804.59
"971",803.6,2.85,801.38,798.01,804.59
"972",803.68,3.12,801.38,798,804.59
"973",803.7,3.47,801.38,798,804.59
"974",803.9,2.82,801.37,798,804.58
"975",804,4.39,801.37,798,804.58
"976",804.38,3.83,801.36,797.99,804.57
"977",804.39,-1.01,801.36,797.99,804.57
"978",804.7,3.42,801.35,797.98,804.56
"979",804.7,2.66,801.35,797.98,804.56
"980",805,2.97,801.35,797.97,804.56
"981",805.1,3.47,801.34,797.97,804.55
"982",805.2,3.01,801.34,797.97,804.55
"983",805.28,2.87,801.34,797.97,804.55
"984",805.75,3.75,801.33,797.96,804.54
"985",805.9,2.73,801.32,797.95,804.53
"986",806.25,2.66,801.32,797.94,804.53
"987",806.6,3.3,801.31,797.94,804.52
"988",806.7,3.23,801.31,797.93,804.52
"989",806.7,2.84,801.31,797.93,804.52
"990",807.21,4.33,801.29,797.92,804.5
"991",807.5,2.94,801.29,797.92,804.5
"992",808.2,3.78,801.27,797.9,804.48
"993",808.87,3.73,801.25,797.88,804.46
"994",808.92,2.53,801.25,797.88,804.46
"995",808.94,2.92,801.25,797.88,804.46
"996",809,3.04,801.25,797.88,804.46
"997",809.2,3.77,801.25,797.88,804.46
"998",809.5,3.37,801.24,797.87,804.45
"999",809.5,4.03,801.24,797.87,804.45
"1000",809.6,3.52,801.24,797.87,804.45
"1001",810.3,4.48,801.22,797.85,804.43
"1002",811.3,3.29,801.2,797.83,804.4
"1003",811.4,2.29,801.19,797.83,804.4
"1004",811.5,4.16,801.19,797.82,804.4
"1005",811.8,3.25,801.18,797.82,804.39
"1006",812.37,2.44,801.17,797.8,804.38
"1007",813.7,3.67,801.14,797.77,804.35
"1008",814,5.11,801.13,797.77,804.34
"1009",814.1,3.7,801.13,797.76,804.34
"1010",814.5,2.77,801.12,797.75,804.33
"1011",816.2,4.61,801.08,797.72,804.3
"1012",816.4,3.66,801.07,797.72,804.29
"1013",816.81,4.29,801.06,797.71,804.28
"1014",816.9,1.03,801.06,797.71,804.28
"1015",818.7,4.73,801.02,797.66,804.24
"1016",819.12,2.98,801.01,797.65,804.22
"1017",820.3,2.52,800.98,797.63,804.2
"1018",821.16,3.41,800.96,797.61,804.18
"1019",822,4.09,800.94,797.59,804.15
"1020",822,4.33,800.94,797.59,804.15
"1021",822.49,3.19,800.93,797.57,804.14
"1022",822.9,3.5,800.92,797.56,804.13
"1023",824.53,3.47,800.88,797.53,804.1
"1024",825.9,2.84,800.85,797.5,804.06
"1025",827.99,3.8,800.8,797.45,804.01
"1026",828.5,4.88,800.78,797.44,804
"1027",828.9,3.23,800.78,797.43,803.99
"1028",829.3,4.34,800.77,797.42,803.98
"1029",830,4.2,800.75,797.4,803.96
"1030",830.91,3.83,800.73,797.38,803.94
"1031",831.9,3.35,800.7,797.36,803.91
"1032",835.4,5.87,800.62,797.27,803.83
"1033",836.3,4.62,800.6,797.25,803.81
"1034",836.7,5.65,800.59,797.24,803.8
"1035",837.4,5.28,800.57,797.23,803.78
"1036",837.4,5.93,800.57,797.23,803.78
"1037",839.07,5.14,800.53,797.19,803.74
"1038",839.2,6.68,800.53,797.18,803.73
"1039",840.3,5.18,800.5,797.16,803.71
"1040",841.29,5.82,800.48,797.13,803.68
"1041",843.3,4.58,800.43,797.09,803.63
"1042",843.4,3.8,800.42,797.09,803.63
"1043",844.1,4.56,800.41,797.07,803.61
"1044",844.8,5.16,800.39,797.05,803.6
"1045",845.73,4.66,800.37,797.03,803.57
"1046",846.1,5.63,800.36,797.02,803.56
"1047",846.2,6.24,800.36,797.02,803.56
"1048",846.8,3.94,800.34,797,803.54
"1049",849.2,5.86,800.28,796.94,803.48
"1050",849.4,5.86,800.28,796.94,803.48
"1051",849.4,6.26,800.28,796.94,803.48
"1052",849.72,5.37,800.27,796.93,803.47
"1053",852,5.95,800.22,796.87,803.41
"1054",852.4,6.08,800.21,796.86,803.4
"1055",852.73,5.24,800.2,796.86,803.39
"1056",853,6.29,800.19,796.85,803.39
"1057",855,5.62,800.14,796.8,803.34
"1058",855.2,6.11,800.14,796.8,803.33
"1059",858.3,7.78,800.06,796.72,803.26
"1060",858.9,4.25,800.05,796.71,803.24
"1061",859,5.54,800.05,796.71,803.24
"1062",861.3,6.75,799.99,796.65,803.18
"1063",862.4,4.63,799.96,796.62,803.15
"1064",863.3,6.25,799.94,796.6,803.13
"1065",864.5,5.62,799.91,796.58,803.1
"1066",865.1,5.04,799.9,796.56,803.09
"1067",868.2,4.66,799.82,796.49,803.01
"1068",871,5.5,799.75,796.42,802.94
"1069",871.2,5.35,799.75,796.41,802.93
"1070",872.8,4.57,799.71,796.38,802.89
"1071",874.2,4.95,799.67,796.34,802.86
"1072",876.77,6.84,799.61,796.28,802.79
"1073",877.2,4.36,799.6,796.27,802.78
"1074",878.3,4.81,799.57,796.24,802.76
"1075",878.8,4.83,799.56,796.23,802.74
"1076",879.7,4.35,799.53,796.21,802.72
"1077",880,5.56,799.53,796.2,802.71
"1078",881.2,6.86,799.5,796.17,802.68
"1079",883,5.07,799.45,796.13,802.64
"1080",883,5.4,799.45,796.13,802.64
"1081",884.2,4.2,799.42,796.1,802.61
"1082",887.5,4.83,799.34,796.02,802.52
"1083",887.5,4.52,799.34,796.02,802.52
"1084",888.8,4.85,799.31,795.99,802.49
"1085",890.3,4.61,799.27,795.95,802.45
"1086",890.3,4.73,799.27,795.95,802.45
"1087",890.4,4.74,799.27,795.95,802.45
"1088",892.4,3.42,799.22,795.9,802.4
"1089",892.4,4.33,799.22,795.9,802.4
"1090",894.9,4.35,799.16,795.84,802.34
"1091",895.5,5.19,799.14,795.83,802.32
"1092",895.84,7.48,799.14,795.82,802.31
"1093",897.3,4.51,799.1,795.78,802.28
"1094",897.61,4.72,799.09,795.78,802.27
"1095",898.5,4.34,799.07,795.75,802.25
"1096",898.9,6.9,799.06,795.74,802.24
"1097",900.14,5.27,799.03,795.71,802.2
"1098",900.72,4.42,799.02,795.7,802.19
"1099",901.8,4.98,798.99,795.67,802.16
"1100",902.8,5.52,798.96,795.64,802.14
"1101",906.8,2.77,798.86,795.54,802.03
"1102",906.9,5.66,798.86,795.54,802.02
"1103",908.9,3.54,798.81,795.49,801.97
"1104",911.3,4,798.75,795.43,801.91
"1105",911.36,5.09,798.75,795.42,801.91
"1106",914.6,3.99,798.67,795.3,801.79
"1107",917.3,4.88,798.6,795.24,801.72
"1108",917.3,6.14,798.6,795.24,801.72
"1109",918.5,6.05,798.57,795.21,801.68
"1110",921,4.94,798.5,795.15,801.62
"1111",921.6,6.11,798.49,795.13,801.61
"1112",922.01,5.31,798.48,795.12,801.59
"1113",922.3,5.36,798.47,795.12,801.59
"1114",929.2,4.38,798.29,794.95,801.41
"1115",930.2,4.84,798.27,794.92,801.38
"1116",930.88,4.58,798.25,794.9,801.36
"1117",932.7,4.94,798.2,794.86,801.32
"1118",936.1,5.84,798.12,794.77,801.23
"1119",936.2,4.87,798.11,794.77,801.22
"1120",942.2,4.31,797.96,794.62,801.07
"1121",945.9,5.04,797.86,794.52,800.97
"1122",949.5,5.28,797.77,794.43,800.87
"1123",951.5,5,797.72,794.38,800.82
"1124",956.1,5.55,797.6,794.27,800.7
"1125",957.93,5.16,797.55,794.22,800.65
"1126",959.1,4.46,797.52,794.19,800.62
"1127",960.2,5.73,797.49,794.16,800.59
"1128",965.02,5.77,797.37,793.94,800.36
"1129",967.4,2.86,797.3,793.87,800.3
"1130",970.4,4.14,797.22,793.9,800.32
"1131",971.3,7.34,797.2,793.64,800.05
"1132",974.9,3.87,797.1,793.55,799.96
"1133",979.9,4.13,796.97,793.42,799.83
"1134",983.5,3.99,796.88,793.33,799.72
"1135",985.8,4.45,796.81,793.27,799.66
"1136",987.5,4.37,796.77,793.23,799.62
"1137",987.64,4.31,796.77,793.22,799.61
"1138",991.3,8.35,796.67,793.13,799.52
"1139",993.8,4.11,796.6,793.17,799.55
"1140",994.7,4.15,796.58,793.14,799.52
"1141",1000.2,3.31,796.43,793,799.38
"1142",1004.05,3.89,796.33,792.88,799.26
"1143",1012.4,3.61,796.1,792.67,799.03
"1144",1013.04,4.21,796.09,792.65,799.01
"1145",1014.36,4.03,796.05,792.62,798.98
"1146",1017.01,4.81,795.98,792.55,798.91
"1147",1018.3,6.49,795.94,792.52,798.87
"1148",1019.4,3.65,795.91,792.49,798.84
"1149",1020.18,4.35,795.89,792.47,798.82
"1150",1020.2,4.33,795.89,792.47,798.82
"1151",1021.7,4.09,795.85,792.43,798.78
"1152",1022.6,3.8,795.82,792.41,798.75
"1153",1023.2,3.82,795.81,792.39,798.74
"1154",1023.3,5.1,795.81,792.39,798.73
"1155",1024.2,3.94,795.78,792.36,798.71
"1156",1025.47,4.2,795.75,792.33,798.67
"1157",1025.6,5.05,795.74,792.33,798.67
"1158",1027.1,3.35,795.7,792.28,798.62
"1159",1030.8,4.06,795.6,792.18,798.52
"1160",1031.29,3.95,795.58,792.17,798.51
"1161",1031.29,4.12,795.58,792.17,798.51
"1162",1031.29,4.66,795.58,792.17,798.51
"1163",1032.7,4.23,795.54,792.13,798.47
"1164",1034.8,4.01,795.49,792.07,798.4
"1165",1035.1,5,795.48,792.06,798.39
"1166",1036,3.2,795.45,792.04,798.37
"1167",1036.6,4.07,795.44,792.03,798.35
"1168",1037.2,4.28,795.42,792.01,798.34
"1169",1040.5,3.53,795.33,791.92,798.25
"1170",1043,4.79,795.26,791.86,798.18
"1171",1043.73,5.85,795.24,791.84,798.16
"1172",1051.8,4.86,795.02,791.62,797.93
"1173",1052.8,4.87,794.99,791.59,797.9
"1174",1052.84,4.77,794.99,791.59,797.9
"1175",1055.9,5.6,794.9,791.51,797.81
"1176",1058.81,6.11,794.82,791.43,797.73
"1177",1060.3,5.56,794.78,791.39,797.68
"1178",1060.66,5.43,794.77,791.38,797.67
"1179",1061,5.13,794.76,791.37,797.66
"1180",1061.3,5.23,794.75,791.36,797.65
"1181",1063.04,6.07,794.7,791.32,797.6
"1182",1066.9,5.46,794.59,791.21,797.49
"1183",1069.7,5.63,794.51,791.13,797.41
"1184",1071.1,5.1,794.47,791.1,797.37
"1185",1071.5,4.65,794.46,791.08,797.36
"1186",1074.2,5.68,794.39,791.01,797.28
"1187",1077.2,5.88,794.3,790.92,797.19
"1188",1079.7,5.86,794.23,790.85,797.12
"1189",1080.2,5.63,794.22,790.84,797.1
"1190",1083.2,5.53,794.13,790.76,797.01
"1191",1087.3,4.4,794.02,790.64,796.9
"1192",1087.7,6.04,794,790.63,796.88
"1193",1087.91,5.18,794,790.62,796.88
"1194",1090.6,5.06,793.92,790.55,796.8
"1195",1090.82,5.58,793.91,790.54,796.79
"1196",1092.3,4.39,793.87,790.5,796.75
