"","height","age_median","age_min","age_max","plus","minus"
"559",558,806.75,803.2,809.94,3.19,3.55
"560",559,806.73,803.18,809.92,3.19,3.55
"561",560,806.71,803.16,809.89,3.19,3.54
"562",561,806.69,803.14,809.87,3.18,3.54
"563",562,806.67,803.12,809.85,3.18,3.54
"564",563,806.65,803.1,809.83,3.18,3.54
"565",564,806.63,803.08,809.81,3.18,3.54
"566",565,806.61,803.06,809.79,3.18,3.54
"567",566,806.58,803.05,809.77,3.19,3.54
"568",567,806.56,803.03,809.75,3.19,3.54
"569",568,806.54,803.01,809.73,3.18,3.54
"570",569,806.52,802.99,809.71,3.18,3.54
"571",570,806.5,802.97,809.68,3.18,3.54
"572",571,806.48,802.95,809.66,3.18,3.54
"573",572,806.46,802.93,809.64,3.18,3.53
"574",573,806.44,802.91,809.62,3.18,3.53
"575",574,806.42,802.89,809.6,3.18,3.53
"576",575,806.4,802.87,809.58,3.18,3.53
"577",576,806.38,802.85,809.56,3.18,3.53
"578",577,806.36,802.83,809.53,3.18,3.53
"579",578,806.34,802.81,809.51,3.18,3.53
"580",579,806.32,802.79,809.49,3.17,3.53
"581",580,806.3,802.77,809.47,3.17,3.53
"582",581,806.28,802.75,809.45,3.17,3.53
"583",582,806.26,802.73,809.43,3.18,3.53
"584",583,806.23,802.71,809.41,3.18,3.53
"585",584,806.21,802.69,809.39,3.17,3.52
"586",585,806.19,802.67,809.37,3.17,3.52
"587",586,806.17,802.65,809.35,3.17,3.52
"588",587,806.15,802.63,809.32,3.17,3.52
"589",588,806.13,802.61,809.3,3.17,3.52
"590",589,806.11,802.59,809.28,3.17,3.52
"591",590,806.09,802.57,809.26,3.17,3.52
"592",591,806.07,802.55,809.24,3.17,3.52
"593",592,806.05,802.53,809.22,3.17,3.52
"594",593,806.03,802.51,809.2,3.17,3.52
"595",594,806,802.49,809.18,3.17,3.52
"596",595,805.98,802.47,809.16,3.17,3.52
"597",596,805.96,802.45,809.14,3.17,3.51
"598",597,805.94,802.42,809.11,3.17,3.52
"599",598,805.92,802.4,809.09,3.17,3.52
"600",599,805.9,802.38,809.07,3.17,3.52
"601",600,805.88,802.36,809.05,3.17,3.52
"602",601,805.86,802.34,809.03,3.17,3.52
"603",602,805.84,802.32,809,3.17,3.52
"604",603,805.82,802.3,808.98,3.17,3.52
"605",604,805.8,802.28,808.96,3.17,3.51
"606",605,805.77,802.26,808.94,3.17,3.51
"607",606,805.75,802.24,808.92,3.17,3.51
"608",607,805.73,802.22,808.9,3.17,3.51
"609",608,805.71,802.2,808.88,3.17,3.51
"610",609,805.69,802.18,808.85,3.17,3.51
"611",610,805.67,802.15,808.83,3.17,3.51
"612",611,805.65,802.13,808.81,3.16,3.51
"613",612,805.63,802.11,808.79,3.16,3.51
"614",613,805.6,802.09,808.77,3.16,3.51
"615",614,805.58,802.07,808.75,3.16,3.51
"616",615,805.56,802.05,808.73,3.16,3.51
"617",616,805.54,802.03,808.71,3.16,3.51
"618",617,805.52,802.01,808.68,3.16,3.51
"619",618,805.5,801.99,808.66,3.16,3.51
"620",619,805.48,801.92,808.59,3.12,3.56
"621",620,805.46,801.9,808.57,3.12,3.56
"622",621,805.43,801.88,808.55,3.12,3.56
"623",622,805.41,801.86,808.53,3.12,3.56
"624",623,805.39,801.84,808.51,3.12,3.56
"625",624,805.37,801.82,808.49,3.12,3.55
"626",625,805.35,801.8,808.47,3.12,3.55
"627",626,805.33,801.77,808.45,3.12,3.55
"628",627,805.31,801.75,808.42,3.12,3.55
"629",628,805.29,801.73,808.4,3.12,3.55
"630",629,805.27,801.7,808.37,3.1,3.57
"631",630,805.24,801.68,808.34,3.1,3.56
"632",631,805.22,801.66,808.32,3.1,3.56
"633",632,805.2,801.64,808.3,3.1,3.56
"634",633,805.18,801.62,808.28,3.1,3.56
"635",634,805.16,801.6,808.26,3.1,3.56
"636",635,805.14,801.58,808.24,3.1,3.56
"637",636,805.12,801.56,808.22,3.1,3.56
"638",637,805.09,801.53,808.19,3.1,3.56
"639",638,805.07,801.51,808.17,3.1,3.56
"640",639,805.05,801.5,808.15,3.1,3.56
"641",640,805.03,801.47,808.13,3.1,3.56
"642",641,805.01,801.45,808.11,3.1,3.55
"643",642,804.99,801.43,808.09,3.1,3.55
"644",643,804.97,801.41,808.06,3.1,3.55
"645",644,804.95,801.39,808.04,3.1,3.55
"646",645,804.92,801.37,808.02,3.1,3.55
"647",646,804.9,801.35,808,3.1,3.55
"648",647,804.88,801.33,807.98,3.1,3.55
"649",648,804.86,801.31,807.96,3.1,3.55
"650",649,804.84,801.29,807.94,3.1,3.55
"651",650,804.82,801.27,807.92,3.1,3.55
"652",651,804.8,801.25,807.89,3.1,3.55
"653",652,804.77,801.23,807.87,3.1,3.55
"654",653,804.75,801.21,807.85,3.1,3.55
"655",654,804.73,801.18,807.83,3.1,3.55
"656",655,804.71,801.16,807.81,3.1,3.55
"657",656,804.69,801.14,807.78,3.1,3.55
"658",657,804.67,801.12,807.76,3.09,3.55
"659",658,804.64,801.1,807.74,3.09,3.55
"660",659,804.62,801.08,807.72,3.09,3.55
"661",660,804.6,801.06,807.69,3.09,3.55
"662",661,804.58,801.03,807.67,3.09,3.54
"663",662,804.56,801,807.63,3.08,3.56
"664",663,804.54,800.98,807.61,3.08,3.56
"665",664,804.51,800.95,807.59,3.07,3.56
"666",665,804.49,800.93,807.56,3.07,3.56
"667",666,804.47,800.91,807.54,3.07,3.56
"668",667,804.45,800.89,807.52,3.07,3.56
"669",668,804.43,800.87,807.5,3.08,3.55
"670",669,804.4,800.85,807.48,3.08,3.55
"671",670,804.38,800.83,807.46,3.08,3.55
"672",671,804.36,800.81,807.44,3.08,3.55
"673",672,804.34,800.79,807.42,3.08,3.55
"674",673,804.32,800.77,807.39,3.08,3.54
"675",674,804.3,800.75,807.37,3.08,3.54
"676",675,804.27,800.73,807.35,3.08,3.54
"677",676,804.25,800.71,807.33,3.07,3.54
"678",677,804.23,800.69,807.31,3.07,3.54
"679",678,804.21,800.67,807.28,3.07,3.54
"680",679,804.19,800.65,807.26,3.07,3.54
"681",680,804.17,800.63,807.24,3.07,3.54
"682",681,804.14,800.61,807.22,3.07,3.54
"683",682,804.12,800.58,807.19,3.07,3.54
"684",683,804.1,800.56,807.17,3.07,3.54
"685",684,804.08,800.54,807.15,3.07,3.54
"686",685,804.06,800.52,807.13,3.07,3.54
"687",686,804.03,800.5,807.11,3.07,3.54
"688",687,804.01,800.48,807.08,3.07,3.53
"689",688,803.99,800.46,807.06,3.07,3.53
"690",689,803.97,800.69,807.29,3.32,3.28
"691",690,803.95,800.66,807.26,3.32,3.28
"692",691,803.92,800.64,807.24,3.32,3.28
"693",692,803.9,800.62,807.22,3.32,3.28
"694",693,803.88,800.6,807.19,3.31,3.28
"695",694,803.86,800.58,807.17,3.31,3.28
"696",695,803.84,800.56,807.15,3.31,3.28
"697",696,803.81,800.54,807.13,3.31,3.28
"698",697,803.79,800.51,807.1,3.31,3.28
"699",698,803.77,800.49,807.08,3.31,3.28
"700",699,803.75,800.47,807.06,3.31,3.28
"701",700,803.73,800.45,807.04,3.31,3.28
"702",701,803.7,800.43,807.01,3.31,3.27
"703",702,803.68,800.41,806.99,3.31,3.27
"704",703,803.66,800.39,806.97,3.31,3.27
"705",704,803.64,800.36,806.95,3.31,3.27
"706",705,803.61,800.34,806.92,3.31,3.27
"707",706,803.59,800.32,806.9,3.31,3.27
"708",707,803.57,800.3,806.88,3.31,3.27
"709",708,803.55,800.28,806.86,3.31,3.27
"710",709,803.53,800.26,806.83,3.31,3.27
"711",710,803.5,800.23,806.81,3.31,3.27
"712",711,803.48,800.21,806.79,3.31,3.27
"713",712,803.46,800.19,806.77,3.31,3.27
"714",713,803.44,800.17,806.74,3.31,3.27
"715",714,803.41,800.15,806.72,3.31,3.27
"716",715,803.39,800.12,806.7,3.31,3.27
"717",716,803.37,800.1,806.68,3.31,3.27
"718",717,803.35,800.08,806.65,3.31,3.27
"719",718,803.33,800.06,806.63,3.31,3.27
"720",719,803.3,800.03,806.61,3.31,3.27
"721",720,803.28,800.01,806.59,3.31,3.27
"722",721,803.26,799.99,806.57,3.31,3.27
"723",722,803.24,799.97,806.54,3.31,3.27
"724",723,803.21,799.95,806.53,3.32,3.26
"725",724,803.19,799.93,806.51,3.31,3.26
"726",725,803.17,799.91,806.48,3.31,3.26
"727",726,803.15,799.89,806.46,3.31,3.26
"728",727,803.12,799.87,806.44,3.31,3.26
"729",728,803.1,799.84,806.41,3.31,3.26
"730",729,803.08,799.82,806.39,3.31,3.26
"731",730,803.06,799.8,806.37,3.31,3.26
"732",731,803.03,799.78,806.35,3.31,3.26
"733",732,803.01,799.76,806.32,3.31,3.26
"734",733,802.99,799.73,806.3,3.31,3.25
"735",734,802.97,799.71,806.28,3.31,3.25
"736",735,802.94,799.69,806.25,3.31,3.25
"737",736,802.92,799.67,806.23,3.31,3.25
"738",737,802.9,799.65,806.21,3.31,3.25
"739",738,802.88,799.62,806.19,3.31,3.25
"740",739,802.85,799.6,806.16,3.31,3.25
"741",740,802.83,799.58,806.14,3.31,3.25
"742",741,802.81,799.56,806.12,3.31,3.25
"743",742,802.78,799.54,806.09,3.31,3.25
"744",743,802.76,799.51,806.07,3.31,3.25
"745",744,802.74,799.49,806.05,3.31,3.25
"746",745,802.72,799.47,806.03,3.31,3.25
"747",746,802.69,799.45,806.01,3.31,3.24
"748",747,802.67,799.43,805.98,3.31,3.24
"749",748,802.65,799.4,805.96,3.31,3.24
"750",749,802.62,799.38,805.94,3.31,3.24
"751",750,802.6,799.36,805.91,3.31,3.24
"752",751,802.58,799.34,805.89,3.31,3.24
"753",752,802.56,799.32,805.87,3.31,3.24
"754",753,802.53,799.29,805.84,3.31,3.24
"755",754,802.51,799.27,805.82,3.31,3.24
"756",755,802.49,799.25,805.79,3.31,3.24
"757",756,802.47,799.23,805.77,3.31,3.24
"758",757,802.44,799.2,805.75,3.31,3.24
"759",758,802.42,799.18,805.72,3.31,3.24
"760",759,802.4,799.16,805.7,3.31,3.24
"761",760,802.37,799.14,805.68,3.31,3.24
"762",761,802.35,799.11,805.65,3.3,3.24
"763",762,802.33,799.09,805.63,3.3,3.24
"764",763,802.3,799.07,805.61,3.3,3.24
"765",764,802.28,799.05,805.58,3.3,3.24
"766",765,802.26,799.02,805.56,3.3,3.24
"767",766,802.24,799,805.54,3.3,3.24
"768",767,802.21,798.98,805.51,3.3,3.24
"769",768,802.19,798.96,805.49,3.3,3.24
"770",769,802.17,798.93,805.47,3.3,3.23
"771",770,802.14,798.91,805.44,3.3,3.23
"772",771,802.12,798.89,805.42,3.3,3.23
"773",772,802.1,798.65,805.18,3.09,3.45
"774",773,802.07,798.84,805.37,3.3,3.23
"775",774,802.05,798.76,805.3,3.24,3.29
"776",775,802.03,798.74,805.27,3.24,3.29
"777",776,802,798.72,805.25,3.25,3.28
"778",777,801.98,798.7,805.23,3.25,3.28
"779",778,801.96,798.68,805.2,3.25,3.28
"780",779,801.94,798.66,805.18,3.25,3.28
"781",780,801.91,798.63,805.16,3.24,3.28
"782",781,801.89,798.61,805.13,3.24,3.28
"783",782,801.87,798.59,805.11,3.24,3.28
"784",783,801.84,798.57,805.08,3.24,3.28
"785",784,801.82,798.54,805.06,3.24,3.28
"786",785,801.8,798.52,805.04,3.24,3.27
"787",786,801.77,798.5,805.01,3.24,3.27
"788",787,801.75,798.48,804.99,3.24,3.27
"789",788,801.73,798.45,804.97,3.24,3.27
"790",789,801.7,798.43,804.95,3.24,3.27
"791",790,801.68,798.41,804.92,3.24,3.27
"792",791,801.66,798.39,804.9,3.24,3.27
"793",792,801.63,798.36,804.87,3.23,3.28
"794",793,801.61,798.33,804.84,3.23,3.28
"795",794,801.59,798.31,804.82,3.23,3.28
"796",795,801.56,798.29,804.8,3.23,3.28
"797",796,801.54,798.27,804.77,3.23,3.27
"798",797,801.52,798.24,804.75,3.23,3.27
"799",798,801.49,798.22,804.72,3.23,3.27
"800",799,801.47,798.2,804.7,3.23,3.27
"801",800,801.45,798.17,804.67,3.23,3.27
"802",801,801.43,798.15,804.65,3.23,3.27
"803",802,801.4,798.13,804.63,3.22,3.27
"804",803,801.38,798.11,804.6,3.22,3.27
"805",804,801.35,798.08,804.58,3.22,3.27
"806",805,801.33,798.06,804.55,3.22,3.27
"807",806,801.31,798.04,804.53,3.22,3.27
"808",807,801.28,798.02,804.5,3.22,3.27
"809",808,801.26,797.99,804.48,3.22,3.27
"810",809,801.24,797.97,804.46,3.22,3.27
"811",810,801.21,797.95,804.43,3.22,3.27
"812",811,801.19,797.92,804.41,3.22,3.27
"813",812,801.17,797.9,804.38,3.22,3.27
"814",813,801.14,797.88,804.36,3.22,3.26
"815",814,801.12,797.85,804.33,3.21,3.26
"816",815,801.09,797.83,804.31,3.21,3.26
"817",816,801.07,797.81,804.28,3.21,3.26
"818",817,801.05,797.78,804.26,3.21,3.26
"819",818,801.02,797.76,804.24,3.21,3.26
"820",819,801,797.74,804.21,3.21,3.26
"821",820,800.97,797.71,804.19,3.21,3.26
"822",821,800.95,797.69,804.16,3.21,3.26
"823",822,800.93,797.66,804.14,3.21,3.26
"824",823,800.9,797.64,804.12,3.21,3.26
"825",824,800.88,797.62,804.09,3.21,3.26
"826",825,800.86,797.59,804.07,3.21,3.26
"827",826,800.83,797.52,803.99,3.16,3.32
"828",827,800.81,797.49,803.97,3.16,3.31
"829",828,800.78,797.47,803.94,3.16,3.31
"830",829,800.76,797.45,803.92,3.16,3.31
"831",830,800.74,797.42,803.89,3.16,3.31
"832",831,800.71,797.4,803.87,3.16,3.31
"833",832,800.69,797.38,803.85,3.16,3.31
"834",833,800.66,797.35,803.82,3.16,3.31
"835",834,800.64,797.33,803.8,3.16,3.31
"836",835,800.62,797.31,803.77,3.16,3.31
"837",836,800.59,797.28,803.75,3.16,3.31
"838",837,800.57,797.26,803.73,3.16,3.31
"839",838,800.54,797.24,803.7,3.16,3.31
"840",839,800.52,797.21,803.68,3.16,3.31
"841",840,800.5,797.19,803.65,3.16,3.31
"842",841,800.47,797.16,803.63,3.16,3.31
"843",842,800.45,797.14,803.6,3.16,3.31
"844",843,800.42,796.92,803.38,2.96,3.5
"845",844,800.4,797.1,803.56,3.16,3.3
"846",845,800.38,797.08,803.54,3.16,3.3
"847",846,800.35,797.05,803.51,3.16,3.3
"848",847,800.33,797.03,803.49,3.16,3.3
"849",848,800.3,797.01,803.46,3.16,3.3
"850",849,800.28,796.98,803.44,3.16,3.29
"851",850,800.25,796.96,803.41,3.16,3.29
"852",851,800.23,796.94,803.39,3.16,3.29
"853",852,800.21,796.91,803.36,3.16,3.29
"854",853,800.18,796.89,803.34,3.16,3.29
"855",854,800.16,796.87,803.31,3.16,3.29
"856",855,800.13,796.84,803.29,3.16,3.29
"857",856,800.11,796.82,803.27,3.16,3.29
"858",857,800.08,796.83,803.28,3.2,3.25
"859",858,800.06,796.81,803.25,3.2,3.25
"860",859,800.03,796.79,803.23,3.2,3.25
"861",860,800.01,796.76,803.21,3.2,3.25
"862",861,799.98,796.74,803.18,3.2,3.25
"863",862,799.96,796.71,803.16,3.2,3.25
"864",863,799.94,796.45,802.9,2.96,3.48
"865",864,799.91,796.43,802.87,2.96,3.48
"866",865,799.89,796.56,803,3.12,3.32
"867",866,799.86,796.54,802.98,3.12,3.32
"868",867,799.84,796.52,802.95,3.12,3.32
"869",868,799.81,796.49,802.93,3.11,3.32
"870",869,799.79,796.47,802.9,3.11,3.32
"871",870,799.76,796.45,802.88,3.11,3.32
"872",871,799.74,796.42,802.85,3.11,3.31
"873",872,799.71,796.4,802.83,3.11,3.31
"874",873,799.69,796.38,802.8,3.11,3.31
"875",874,799.66,796.35,802.78,3.11,3.31
"876",875,799.64,796.33,802.75,3.11,3.31
"877",876,799.62,796.31,802.73,3.11,3.31
"878",877,799.59,796.28,802.7,3.11,3.31
"879",878,799.57,796.26,802.68,3.11,3.31
"880",879,799.54,796.24,802.65,3.11,3.31
"881",880,799.52,796.21,802.63,3.11,3.3
"882",881,799.49,796.19,802.6,3.11,3.3
"883",882,799.47,796.16,802.58,3.11,3.3
"884",883,799.44,796.14,802.55,3.11,3.3
"885",884,799.42,796.12,802.53,3.11,3.3
"886",885,799.39,796.09,802.5,3.11,3.3
"887",886,799.37,796.07,802.48,3.11,3.3
"888",887,799.35,796.05,802.45,3.1,3.3
"889",888,799.32,796.02,802.42,3.1,3.3
"890",889,799.3,796,802.4,3.1,3.3
"891",890,799.27,795.97,802.37,3.1,3.3
"892",891,799.25,795.95,802.35,3.1,3.3
"893",892,799.22,795.92,802.32,3.1,3.3
"894",893,799.2,795.9,802.3,3.1,3.3
"895",894,799.17,795.87,802.27,3.1,3.3
"896",895,799.15,795.85,802.25,3.1,3.3
"897",896,799.12,795.83,802.22,3.1,3.3
"898",897,799.1,795.8,802.2,3.1,3.3
"899",898,799.07,795.78,802.17,3.1,3.3
"900",899,799.05,795.75,802.14,3.1,3.3
"901",900,799.02,795.73,802.12,3.1,3.3
"902",901,799,795.7,802.09,3.09,3.3
"903",902,798.97,795.68,802.07,3.09,3.3
"904",903,798.95,795.65,802.04,3.09,3.3
"905",904,798.92,795.63,802.02,3.09,3.3
"906",905,798.9,795.6,801.99,3.09,3.3
"907",906,798.87,795.57,801.96,3.09,3.3
"908",907,798.85,795.55,801.93,3.09,3.3
"909",908,798.82,795.53,801.91,3.09,3.3
"910",909,798.8,795.5,801.88,3.09,3.3
"911",910,798.77,795.48,801.86,3.09,3.3
"912",911,798.75,795.45,801.83,3.09,3.3
"913",912,798.72,795.43,801.81,3.09,3.29
"914",913,798.7,795.41,801.79,3.09,3.29
"915",914,798.67,795.38,801.76,3.09,3.29
"916",915,798.65,795.36,801.73,3.09,3.29
"917",916,798.62,795.33,801.71,3.09,3.29
"918",917,798.6,795.31,801.69,3.09,3.29
"919",918,798.57,795.29,801.66,3.09,3.29
"920",919,798.55,795.13,801.5,2.95,3.42
"921",920,798.52,795.1,801.47,2.95,3.42
"922",921,798.5,795.05,801.42,2.92,3.45
"923",922,798.47,795.02,801.4,2.92,3.45
"924",923,798.45,795,801.37,2.92,3.45
"925",924,798.42,795.15,801.52,3.1,3.27
"926",925,798.39,795.12,801.48,3.09,3.28
"927",926,798.37,794.91,801.28,2.91,3.45
"928",927,798.34,794.89,801.25,2.91,3.45
"929",928,798.32,794.86,801.23,2.91,3.45
"930",929,798.29,794.84,801.2,2.91,3.45
"931",930,798.27,794.81,801.17,2.91,3.45
"932",931,798.24,794.79,801.15,2.91,3.45
"933",932,798.22,794.76,801.12,2.9,3.45
"934",933,798.19,794.74,801.09,2.9,3.45
"935",934,798.16,794.71,801.07,2.9,3.45
"936",935,798.14,794.69,801.04,2.9,3.45
"937",936,798.11,794.66,801.02,2.9,3.45
"938",937,798.09,794.64,800.99,2.9,3.45
"939",938,798.06,794.61,800.96,2.9,3.45
"940",939,798.04,794.59,800.94,2.9,3.44
"941",940,798.01,794.57,800.91,2.9,3.44
"942",941,797.98,794.54,800.89,2.9,3.44
"943",942,797.96,794.52,800.86,2.9,3.44
"944",943,797.93,794.49,800.83,2.9,3.44
"945",944,797.91,794.47,800.81,2.9,3.44
"946",945,797.88,794.44,800.78,2.9,3.44
"947",946,797.86,794.42,800.75,2.9,3.44
"948",947,797.83,794.39,800.73,2.9,3.44
"949",948,797.81,794.37,800.7,2.9,3.44
"950",949,797.78,794.34,800.68,2.9,3.44
"951",950,797.75,794.32,800.65,2.89,3.44
"952",951,797.73,794.29,800.62,2.89,3.44
"953",952,797.7,794.26,800.59,2.89,3.44
"954",953,797.67,794.24,800.57,2.89,3.44
"955",954,797.65,794.21,800.54,2.89,3.44
"956",955,797.62,794.19,800.51,2.89,3.44
"957",956,797.6,794.16,800.48,2.89,3.43
"958",957,797.57,794.13,800.45,2.88,3.44
"959",958,797.54,794.11,800.42,2.88,3.44
"960",959,797.52,794.08,800.4,2.88,3.44
"961",960,797.49,794.05,800.37,2.88,3.44
"962",961,797.47,794.03,800.35,2.88,3.43
"963",962,797.44,794.01,800.32,2.88,3.43
"964",963,797.41,793.98,800.29,2.88,3.43
"965",964,797.39,793.96,800.27,2.88,3.43
"966",965,797.36,793.93,800.24,2.88,3.43
"967",966,797.34,793.91,800.22,2.88,3.43
"968",967,797.31,793.88,800.19,2.88,3.43
"969",968,797.28,793.85,800.16,2.88,3.43
"970",969,797.26,793.83,800.13,2.88,3.43
"971",970,797.23,793.8,800.11,2.88,3.43
"972",971,797.2,793.77,800.08,2.87,3.43
"973",972,797.18,793.75,800.05,2.87,3.43
"974",973,797.15,793.72,800.02,2.87,3.43
"975",974,797.13,793.7,800,2.87,3.43
"976",975,797.1,793.67,799.97,2.87,3.43
"977",976,797.07,793.64,799.94,2.87,3.43
"978",977,797.05,793.62,799.92,2.87,3.43
"979",978,797.02,793.59,799.89,2.87,3.43
"980",979,796.99,793.57,799.86,2.87,3.43
"981",980,796.97,793.53,799.83,2.86,3.43
"982",981,796.94,793.51,799.8,2.86,3.43
"983",982,796.91,793.48,799.78,2.86,3.43
"984",983,796.89,793.46,799.75,2.86,3.43
"985",984,796.86,793.43,799.73,2.87,3.43
"986",985,796.83,793.41,799.7,2.87,3.43
"987",986,796.81,793.38,799.67,2.87,3.42
"988",987,796.78,793.36,799.65,2.87,3.42
"989",988,796.75,793.33,799.62,2.87,3.42
"990",989,796.73,793.3,799.59,2.87,3.42
"991",990,796.7,793.29,799.57,2.87,3.42
"992",991,796.67,793.26,799.55,2.87,3.41
"993",992,796.65,793.23,799.52,2.87,3.41
"994",993,796.62,793.21,799.49,2.87,3.41
"995",994,796.59,793.18,799.47,2.87,3.41
"996",995,796.57,793.16,799.44,2.87,3.41
"997",996,796.54,793.13,799.41,2.87,3.41
"998",997,796.52,793.08,799.36,2.84,3.44
"999",998,796.49,793.05,799.33,2.84,3.44
"1000",999,796.46,793.03,799.31,2.84,3.44
"1001",1000,796.44,793,799.28,2.84,3.44
"1002",1001,796.41,792.97,799.25,2.84,3.43
"1003",1002,796.38,792.95,799.22,2.84,3.43
"1004",1003,796.35,792.92,799.2,2.84,3.43
"1005",1004,796.33,792.9,799.17,2.84,3.43
"1006",1005,796.3,793.11,799.38,3.08,3.19
"1007",1006,796.27,793.08,799.35,3.08,3.19
"1008",1007,796.25,793.06,799.33,3.08,3.19
"1009",1008,796.22,793.03,799.3,3.08,3.19
"1010",1009,796.19,793.01,799.27,3.08,3.19
"1011",1010,796.17,792.98,799.24,3.08,3.19
"1012",1011,796.14,792.95,799.22,3.08,3.19
"1013",1012,796.11,792.93,799.19,3.08,3.18
"1014",1013,796.09,792.9,799.16,3.08,3.18
"1015",1014,796.06,792.88,799.14,3.08,3.18
"1016",1015,796.03,792.84,799.1,3.07,3.19
"1017",1016,796,792.82,799.08,3.07,3.18
"1018",1017,795.98,792.79,799.05,3.07,3.18
"1019",1018,795.95,792.77,799.02,3.07,3.18
"1020",1019,795.92,792.74,798.99,3.07,3.18
"1021",1020,795.9,792.71,798.97,3.07,3.19
"1022",1021,795.87,792.68,798.93,3.06,3.19
"1023",1022,795.84,792.65,798.9,3.06,3.19
"1024",1023,795.81,792.63,798.88,3.06,3.19
"1025",1024,795.79,792.6,798.85,3.06,3.19
"1026",1025,795.76,792.43,798.69,2.92,3.33
"1027",1026,795.73,792.41,798.66,2.92,3.32
"1028",1027,795.71,792.38,798.63,2.92,3.32
"1029",1028,795.68,792.35,798.6,2.92,3.32
"1030",1029,795.65,792.33,798.57,2.92,3.32
"1031",1030,795.62,792.3,798.54,2.92,3.32
"1032",1031,795.6,792.27,798.52,2.92,3.32
"1033",1032,795.57,792.25,798.49,2.92,3.32
"1034",1033,795.54,792.22,798.46,2.92,3.32
"1035",1034,795.51,792.11,798.35,2.84,3.41
"1036",1035,795.49,792.33,798.57,3.08,3.16
"1037",1036,795.46,792.3,798.54,3.08,3.16
"1038",1037,795.43,792.27,798.51,3.08,3.16
"1039",1038,795.4,792.25,798.48,3.08,3.16
"1040",1039,795.37,792.22,798.45,3.08,3.16
"1041",1040,795.35,791.93,798.17,2.82,3.41
"1042",1041,795.32,791.91,798.14,2.82,3.41
"1043",1042,795.29,791.88,798.11,2.82,3.41
"1044",1043,795.26,792.1,798.33,3.07,3.16
"1045",1044,795.24,792.07,798.3,3.07,3.16
"1046",1045,795.21,792.05,798.28,3.07,3.16
"1047",1046,795.18,791.78,798.01,2.83,3.4
"1048",1047,795.15,791.75,797.98,2.82,3.4
"1049",1048,795.13,791.72,797.95,2.82,3.4
"1050",1049,795.1,791.7,797.92,2.82,3.4
"1051",1050,795.07,791.67,797.89,2.82,3.4
"1052",1051,795.04,791.64,797.87,2.82,3.4
"1053",1052,795.01,791.62,797.84,2.82,3.4
"1054",1053,794.99,791.59,797.81,2.82,3.4
"1055",1054,794.96,791.8,798.02,3.06,3.16
"1056",1055,794.93,791.77,797.98,3.05,3.16
"1057",1056,794.9,791.74,797.95,3.05,3.16
"1058",1057,794.88,791.71,797.93,3.05,3.16
"1059",1058,794.85,791.68,797.9,3.05,3.16
"1060",1059,794.82,791.66,797.87,3.05,3.16
"1061",1060,794.79,791.63,797.84,3.05,3.16
"1062",1061,794.76,791.6,797.81,3.04,3.16
"1063",1062,794.73,791.57,797.78,3.04,3.16
"1064",1063,794.71,791.54,797.75,3.04,3.16
"1065",1064,794.68,791.52,797.72,3.04,3.16
"1066",1065,794.65,791.49,797.69,3.04,3.16
"1067",1066,794.62,791.5,797.7,3.08,3.13
"1068",1067,794.59,791.43,797.64,3.04,3.16
"1069",1068,794.57,791.41,797.61,3.04,3.16
"1070",1069,794.54,791.38,797.58,3.04,3.16
"1071",1070,794.51,791.35,797.55,3.04,3.16
"1072",1071,794.48,791.33,797.53,3.04,3.15
"1073",1072,794.45,791.3,797.5,3.04,3.15
"1074",1073,794.42,791.27,797.47,3.04,3.15
"1075",1074,794.4,791.24,797.43,3.04,3.15
"1076",1075,794.37,791.22,797.41,3.04,3.15
"1077",1076,794.34,791.19,797.38,3.04,3.15
"1078",1077,794.31,791.16,797.35,3.04,3.15
"1079",1078,794.28,791.13,797.32,3.04,3.15
"1080",1079,794.26,791.14,797.33,3.08,3.11
"1081",1080,794.23,791.08,797.27,3.04,3.15
"1082",1081,794.2,791.05,797.24,3.04,3.14
"1083",1082,794.17,791.03,797.21,3.04,3.14
"1084",1083,794.14,791,797.18,3.04,3.14
"1085",1084,794.11,790.97,797.15,3.04,3.14
"1086",1085,794.08,790.94,797.12,3.04,3.14
"1087",1086,794.06,790.91,797.1,3.04,3.14
"1088",1087,794.03,790.89,797.07,3.04,3.14
"1089",1088,794,790.86,797.04,3.04,3.14
"1090",1089,793.97,790.83,797.01,3.04,3.14
"1091",1090,793.94,790.81,796.98,3.04,3.14
"1092",1091,793.92,790.78,796.96,3.04,3.14
"1093",1092,793.89,790.75,796.93,3.04,3.14
"1094",1093,793.86,790.72,796.9,3.04,3.13
"1095",1094,793.83,790.69,796.86,3.03,3.14
"1096",1095,793.8,790.66,796.83,3.03,3.14
"1097",1096,793.77,790.64,796.81,3.03,3.13
"1098",1097,793.74,790.61,796.78,3.03,3.13
"1099",1098,793.71,790.58,796.75,3.03,3.13
"1100",1099,793.69,790.55,796.72,3.03,3.13
"1101",1100,793.66,790.53,796.69,3.03,3.13
"1102",1101,793.63,790.5,796.66,3.03,3.13
"1103",1102,793.6,790.47,796.63,3.03,3.13
"1104",1103,793.57,790.44,796.6,3.03,3.13
"1105",1104,793.54,790.41,796.57,3.03,3.13
"1106",1105,793.51,790.38,796.54,3.03,3.13
"1107",1106,793.49,790.36,796.52,3.04,3.12
"1108",1107,793.46,790.33,796.49,3.04,3.12
"1109",1108,793.43,790.31,796.46,3.03,3.12
